Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date

Open Ended Schemes ( Debt Scheme - Overnight Fund )


Bank of India Mutual Fund
147951;BANK OF INDIA Overnight Fund Direct Plan Growth;Direct Plan;Growth;INF761K01EU7;;1404.7351;26-Sep-2026
147952;BANK OF INDIA Overnight Fund Direct Plan- Daily IDCW;Direct Plan;Daily IDCW;;INF761K01EV5;1000.0000;26-Sep-2026
147948;BANK OF INDIA Overnight Fund Direct Plan- Monthly IDCW;Direct Plan;Monthly IDCW;INF761K01EY9;INF761K01EX1;1004.0138;26-Sep-2026
147950;BANK OF INDIA Overnight Fund Direct Plan- Weekly IDCW;Direct Plan;Weekly IDCW;;INF761K01EW3;1000.6904;26-Sep-2026
147936;BANK OF INDIA Overnight Fund Regular Plan Growth;Regular Plan;Growth;INF761K01EZ6;;1400.5415;26-Sep-2026
147953;BANK OF INDIA Overnight Fund Regular Plan- Daily IDCW;Regular Plan;Daily IDCW;;INF761K01FA6;1000.0000;26-Sep-2026
147949;BANK OF INDIA Overnight Fund Regular Plan- Monthly IDCW;Regular Plan;Monthly IDCW;INF761K01FD0;INF761K01FC2;1004.1367;26-Sep-2026
149412;BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Greater than 3 Years;;;;;1000.0000;26-Sep-2026
149414;BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Up to 3 Years;;;;;1320.6992;26-Sep-2026
149415;BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Greater than 3 Years;;;;;1000.0000;26-Sep-2026
149413;BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Upto 3 Years;;;;;1320.9355;26-Sep-2026

Franklin Templeton Mutual Fund
147213;Franklin India Overnight fund- Growth;Regular Plan;Growth;INF090I01SO8;;1435.3722;26-Sep-2026
147214;Franklin India Overnight Fund- Growth - Direct;Direct Plan;Growth;INF090I01SS9;;1440.5235;26-Sep-2026

Mahindra Manulife Mutual Fund
147563;Mahindra Manulife Overnight Fund - Direct Plan - Daily IDCW;Direct Plan;Daily IDCW;;INF174V01846;1432.4233;26-Sep-2026
147564;Mahindra Manulife Overnight Fund - Direct Plan -Growth;Direct Plan;Growth;INF174V01838;;1428.8990;26-Sep-2026
147566;Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF174V01820;1258.1151;26-Sep-2026
147565;Mahindra Manulife Overnight Fund - Regular Plan - Growth;Regular Plan;Growth;INF174V01812;;1418.5620;26-Sep-2026
149471;Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years;;Unclaimed Redemption/IDCW beyond 3 years;;;1000.0000;26-Sep-2026
149470;Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW upto 3 years;;Unclaimed Redemption/IDCW upto 3 years;;;1310.4333;26-Sep-2026

UTI Mutual Fund
100814;UTI - Overnight  Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF789F01604;;3736.3598;26-Sep-2026
120785;UTI - Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF789FB1S71;;3779.3328;26-Sep-2026
124266;UTI Overnight Fund - Direct Plan - Daily IDCW;Direct Plan;Daily IDCW;;INF789FB1S89;1371.6621;26-Sep-2026
120786;UTI Overnight Fund - Direct Plan - Periodic IDCW;Direct Plan;Periodic IDCW;INF789FB1T05;INF789FB1S97;1983.4465;26-Sep-2026
124265;UTI Overnight Fund - Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF789FB1T13;1370.8617;26-Sep-2026
100813;UTI Overnight Fund - Regular Plan - Periodic IDCW;Regular Plan;Periodic IDCW;INF789F01588;INF789F01596;1924.8426;26-Sep-2026

Open Ended Schemes ( Debt Scheme - Liquid Fund )


Bank of India Mutual Fund
119368;BANK OF INDIA Liquid Fund- Direct Plan- Daily IDCW;Direct Plan;Daily IDCW;;INF761K01CL0;1005.0000;26-Sep-2026
119369;BANK OF INDIA Liquid Fund- Direct Plan- Growth;Direct Plan;Growth;INF761K01785;;3278.8638;26-Sep-2026
119370;BANK OF INDIA Liquid Fund- Direct Plan- Weekly IDCW;Direct Plan;Weekly IDCW;;INF761K01CM8;1005.5193;26-Sep-2026
111971;BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW;Regular Plan;Daily IDCW;;INF761K01CO4;1005.0000;26-Sep-2026
109254;BANK OF INDIA Liquid Fund- Regular Plan- Growth;Regular Plan;Growth;INF761K01306;;3244.9275;26-Sep-2026
109255;BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW;Regular Plan;Weekly IDCW;;INF761K01CP1;1005.5112;26-Sep-2026

Franklin Templeton Mutual Fund
100538;Franklin India Liquid Fund - Regular Plan - Growth;Regular Plan;Growth;INF090I01BB1;;6328.8129;26-Sep-2026
118577;Franklin India Liquid Fund - Super Institutional - Direct - Growth;Direct Plan;Super Institutional Growth;INF090I01JV2;;4280.9664;26-Sep-2026
100546;Franklin India Liquid Fund - Super Institutional Plan - Growth;Regular Plan;Super Institutional Growth;INF090I01BG0;;4242.5622;26-Sep-2026

PPFAS Mutual Fund
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW;Direct Plan;Daily Reinvestment of IDCW;;INF879O01118;1000.5405;26-Sep-2026
143269;Parag Parikh Liquid Fund- Direct Plan- Growth;Direct Plan;Growth;INF879O01068;;1573.8457;26-Sep-2026
143262;Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW;Direct Plan;Monthly IDCW Payout;INF879O01076;INF879O01084;1007.0966;26-Sep-2026
143265;Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW;Direct Plan;Weekly Reinvestment of IDCW;;INF879O01134;1001.5063;26-Sep-2026
143264;Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW;Regular Plan;Daily Reinvestment of IDCW;;INF879O01126;1000.5404;26-Sep-2026
143260;Parag Parikh Liquid Fund- Regular Plan- Growth;Regular Plan;Growth;INF879O01035;;1560.6489;26-Sep-2026
143261;Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW;Regular Plan;Monthly IDCW Payout;INF879O01043;INF879O01050;1007.0296;26-Sep-2026
143266;Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW;Regular Plan;Weekly Reinvestment of IDCW;;INF879O01142;1001.4937;26-Sep-2026

Quantum Mutual Fund
103736;Quantum Liquid Fund - Direct Plan Daily IDCW;Direct Plan;Daily IDCW;;INF082J01135;10.0107;26-Sep-2026
103734;Quantum Liquid Fund - Direct Plan Growth Option;Direct Plan;Growth Option;INF082J01127;;37.8098;26-Sep-2026
103735;Quantum Liquid Fund - Direct Plan Monthly IDCW;Direct Plan;Monthly IDCW;INF082J01143;INF082J01200;10.0164;26-Sep-2026
141065;Quantum Liquid Fund - Regular Plan Daily IDCW;Regular Plan;Daily IDCW;;INF082J01317;10.0002;26-Sep-2026
141066;Quantum Liquid Fund - Regular Plan Growth Option;Regular Plan;Growth Option;INF082J01309;;37.4944;26-Sep-2026
141067;Quantum Liquid Fund - Regular Plan Monthly IDCW;Regular Plan;Monthly IDCW;INF082J01325;INF082J01333;10.0135;26-Sep-2026
152299;Quantum Liquid Fund - Unclaimed IDCW Plan Above 3 years;;;;;10.0000;26-Sep-2026
152298;Quantum Liquid Fund - Unclaimed IDCW Plan Below 3 years;;;;;11.8847;26-Sep-2026
152301;Quantum Liquid Fund - Unclaimed Redemption Plan Above 3 years;;;;;10.0000;26-Sep-2026
152300;Quantum Liquid Fund - Unclaimed Redemption Plan Below 3 years;;;;;11.4103;26-Sep-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Overnight Fund )


Choice Mutual Fund
154416;Choice Overnight Fund - Daily IDCW Option - Direct Plan;Direct Plan;Daily IDCW;;INF2KCX01061;100.1000;26-Sep-2026
154414;Choice Overnight Fund - Daily IDCW Option - Regular Plan;Regular Plan;Daily IDCW;;INF2KCX01079;100.1000;26-Sep-2026
154413;Choice Overnight Fund - Growth Option - Direct Plan;Direct Plan;Growth;INF2KCX01087;;101.1596;26-Sep-2026
154415;Choice Overnight Fund - Growth Option - Regular Plan;Regular Plan;Growth;INF2KCX01095;;101.1346;26-Sep-2026
154624;Choice Overnight Fund -Direct -Unclaimed Less than 3 years Redemption Plan;Direct Plan;Unclaimed Less than 3 years Redemption;;;100.6081;26-Sep-2026

Helios Mutual Fund
152151;Helios Overnight Fund - Direct Plan - Daily IDCW Option;Direct Plan;Daily IDCW;INF0R8701087;;1000.1354;26-Sep-2026
152152;Helios Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF0R8701079;;1183.5468;26-Sep-2026
152154;Helios Overnight Fund - Regular Plan - Daily IDCW Option;Regular Plan;Daily IDCW;INF0R8701103;;1000.1342;26-Sep-2026
152153;Helios Overnight Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF0R8701095;;1181.8352;26-Sep-2026

Monarch Mutual Fund
154705;Monarch Overnight Fund - Direct Plan - Monthly  IDCW;Direct Plan;Monthly IDCW;INF2ZSC01085;INF2ZSC01069;1000.1341;26-Sep-2026
154706;Monarch Overnight Fund- Direct Plan- Growth;Direct Plan;Growth;INF2ZSC01028;;1002.5283;26-Sep-2026
154711;Monarch Overnight Fund- Regular Plan Growth;Regular Plan;Growth;INF2ZSC01010;;1002.4992;26-Sep-2026
154710;Monarch Overnught Fund- Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF2ZSC01036;1000.0000;26-Sep-2026

NJ Mutual Fund
150369;NJ Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF0J8L01081;;1277.5183;26-Sep-2026
150368;NJ Overnight Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF0J8L01073;;1272.2248;26-Sep-2026
152116;NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years;;Unclaimed Redemption Plan - Upto 3 Years;;;1109.7045;26-Sep-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund )


ASK MUTUAL FUND
154591;ASK Liquid Fund Direct Daily IDCW;Direct Plan;Daily IDCW;;INF2XUU01039;1000.1123;26-Sep-2026
154589;ASK Liquid Fund Direct Growth;Direct Plan;Growth;INF2XUU01013;;1004.7501;26-Sep-2026
154592;ASK Liquid Fund Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF2XUU01112;INF2XUU01120;1004.6931;26-Sep-2026
154583;ASK Liquid Fund Direct Weekly IDCW;Direct Plan;Weekly IDCW;INF2XUU01070;INF2XUU01088;1000.4559;26-Sep-2026
154586;ASK Liquid Fund Regular Daily IDCW;Regular Plan;Daily IDCW;;INF2XUU01047;1000.0828;26-Sep-2026
154581;ASK Liquid Fund Regular Growth;Regular Plan;Growth;INF2XUU01021;;1004.6396;26-Sep-2026
154590;ASK Liquid Fund Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF2XUU01096;INF2XUU01104;1004.5883;26-Sep-2026
154587;ASK Liquid Fund Regular Weekly IDCW;Regular Plan;Weekly IDCW;INF2XUU01054;INF2XUU01062;1000.4436;26-Sep-2026

Mahindra Manulife Mutual Fund
139535;Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW;Direct Plan;Daily IDCW;;INF174V01051;1302.3790;26-Sep-2026
139536;Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW;Direct Plan;Weekly IDCW;;INF174V01069;1003.3222;26-Sep-2026
139538;Mahindra Manulife Liquid Fund - Direct Plan -Growth;Direct Plan;Growth;INF174V01044;;1854.7379;26-Sep-2026
139534;Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF174V01028;1001.6922;26-Sep-2026
139537;Mahindra Manulife Liquid Fund - Regular Plan - Growth;Regular Plan;Growth;INF174V01010;;1832.5788;26-Sep-2026
139541;Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW;Regular Plan;Weekly IDCW;;INF174V01036;1009.7384;26-Sep-2026

UTI Mutual Fund
134427;UTI Liquid Fund - Direct Plan - Annual IDCW;Direct Plan;Annual IDCW;INF789F1AE45;INF789F1AE52;205.2807;26-Sep-2026
120558;UTI Liquid Fund - Direct Plan - Daily IDCW (Reinvestment);Direct Plan;Daily IDCW (Reinvestment);;INF789F1AD38;106.5304;26-Sep-2026
141768;UTI Liquid Fund - Direct Plan - Flexi IDCW;Direct Plan;Flexi IDCW;INF789F1AE60;INF789F1AE78;169.0784;26-Sep-2026
140913;UTI Liquid Fund - Direct Plan - Fortnightly IDCW;Direct Plan;Fortnightly IDCW;INF789F1AD87;INF789F1AD95;115.746;26-Sep-2026
120304;UTI Liquid Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF789F1AD46;;466.7728;26-Sep-2026
140504;UTI Liquid Fund - Direct Plan - Half-Yearly IDCW;Direct Plan;Half-Yearly IDCW;INF789F1AE29;INF789F1AE37;160.351;26-Sep-2026
120794;UTI Liquid Fund - Direct Plan - Monthly IDCW;Direct Plan;Monthly IDCW;INF789F1AD53;INF789F1AD61;104.7623;26-Sep-2026
140024;UTI Liquid Fund - Direct Plan - Quarterly IDCW;Direct Plan;Quarterly IDCW;INF789F1AE03;INF789F1AE11;193.8736;26-Sep-2026
120777;UTI Liquid Fund - Direct Plan - Weekly IDCW;Direct Plan;Weekly IDCW;INF789F1AH75;INF789F1AD79;106.1545;26-Sep-2026
102008;UTI Liquid Fund - Discontinued - Regular Plan - Monthly Dividend Option;Regular Plan;Discontinued Monthly Dividend;INF789F1AG27;INF789F1AG35;106.7114;26-Sep-2026
102009;UTI Liquid Fund - Discontinued - Regular Plan -Growth;Regular Plan;Discontinued Growth;INF789F1AF44;;419.2556;26-Sep-2026
102007;UTI Liquid Fund - Discontinued -Regular Plan Periodic Dividend Option;Regular Plan;Discontinued Periodic Dividend;INF789F1AE86;INF789F1AE94;113.6;26-Sep-2026
133973;UTI Liquid Fund - Regular Plan - Annual IDCW;Regular Plan;Annual IDCW;INF789F1AD12;INF789F1AD20;203.7235;26-Sep-2026
102010;UTI Liquid Fund - Regular Plan - Daily IDCW (Reinvestment);Regular Plan;Daily IDCW (Reinvestment);;INF789F1AF77;121.6192;26-Sep-2026
140517;UTI Liquid Fund - Regular Plan - Flexi IDCW;Regular Plan;Flexi IDCW;INF789F1AF02;INF789F1AF10;167.9045;26-Sep-2026
139838;UTI Liquid Fund - Regular Plan - Fortnightly IDCW;Regular Plan;Fortnightly IDCW;INF789F1AF28;INF789F1AF36;115.661;26-Sep-2026
102012;UTI Liquid Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF789F1AF85;;462.0201;26-Sep-2026
144475;UTI Liquid Fund - Regular Plan - Half-Yearly IDCW;Regular Plan;Half-Yearly IDCW;INF789F1AF51;INF789F1AF69;141.9248;26-Sep-2026
102011;UTI Liquid Fund - Regular Plan - Monthly IDCW;Regular Plan;Monthly IDCW;INF789F1AF93;INF789F1AG01;109.4412;26-Sep-2026
135721;UTI Liquid Fund - Regular Plan - Quarterly IDCW;Regular Plan;Quarterly IDCW;INF789F1AG43;INF789F1AG50;192.3603;26-Sep-2026
102013;UTI Liquid Fund - Regular Plan - Weekly IDCW;Regular Plan;Weekly IDCW;INF789F1AH83;INF789F1AG19;105.385;26-Sep-2026

Open Ended Schemes ( Exchange Traded Funds (ETFs) - Debt ETF )


UTI Mutual Fund
154466;UTI Nifty 1D Rate Liquid ETF - Growth;Direct Plan;Growth;INF789F1AG68;;1009.4941;26-Sep-2026
