Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date

Open Ended Schemes ( Debt Scheme - Overnight Fund )


Bank of India Mutual Fund
147951;BANK OF INDIA Overnight Fund Direct Plan Growth;Direct Plan;Growth;INF761K01EU7;;1400.8017;05-Sep-2026
147952;BANK OF INDIA Overnight Fund Direct Plan- Daily IDCW;Direct Plan;Daily IDCW;;INF761K01EV5;1000.0044;05-Sep-2026
147948;BANK OF INDIA Overnight Fund Direct Plan- Monthly IDCW;Direct Plan;Monthly IDCW;INF761K01EY9;INF761K01EX1;1001.1946;05-Sep-2026
147950;BANK OF INDIA Overnight Fund Direct Plan- Weekly IDCW;Direct Plan;Weekly IDCW;;INF761K01EW3;1000.6393;05-Sep-2026
147936;BANK OF INDIA Overnight Fund Regular Plan Growth;Regular Plan;Growth;INF761K01EZ6;;1396.6619;05-Sep-2026
147953;BANK OF INDIA Overnight Fund Regular Plan- Daily IDCW;Regular Plan;Daily IDCW;;INF761K01FA6;1000.0049;05-Sep-2026
147949;BANK OF INDIA Overnight Fund Regular Plan- Monthly IDCW;Regular Plan;Monthly IDCW;INF761K01FD0;INF761K01FC2;1001.3442;05-Sep-2026
149412;BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Greater than 3 Years;;;;;1000.0000;05-Sep-2026
149414;BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Up to 3 Years;;;;;1317.0038;05-Sep-2026
149415;BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Greater than 3 Years;;;;;1000.0000;05-Sep-2026
149413;BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Upto 3 Years;;;;;1317.2395;05-Sep-2026

Mahindra Manulife Mutual Fund
147563;Mahindra Manulife Overnight Fund - Direct Plan - Daily IDCW;Direct Plan;Daily IDCW;;INF174V01846;1428.4381;05-Sep-2026
147564;Mahindra Manulife Overnight Fund - Direct Plan -Growth;Direct Plan;Growth;INF174V01838;;1424.9248;05-Sep-2026
147566;Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF174V01820;1254.6858;05-Sep-2026
147565;Mahindra Manulife Overnight Fund - Regular Plan - Growth;Regular Plan;Growth;INF174V01812;;1414.6910;05-Sep-2026
149471;Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years;;Unclaimed Redemption/IDCW beyond 3 years;;;1000.0000;05-Sep-2026
149470;Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW upto 3 years;;Unclaimed Redemption/IDCW upto 3 years;;;1306.7938;05-Sep-2026

Open Ended Schemes ( Debt Scheme - Liquid Fund )


Bank of India Mutual Fund
119368;BANK OF INDIA Liquid Fund- Direct Plan- Daily IDCW;Direct Plan;Daily IDCW;;INF761K01CL0;1005.0000;05-Sep-2026
119369;BANK OF INDIA Liquid Fund- Direct Plan- Growth;Direct Plan;Growth;INF761K01785;;3269.7194;05-Sep-2026
119370;BANK OF INDIA Liquid Fund- Direct Plan- Weekly IDCW;Direct Plan;Weekly IDCW;;INF761K01CM8;1006.4501;05-Sep-2026
111971;BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW;Regular Plan;Daily IDCW;;INF761K01CO4;1005.0000;05-Sep-2026
109254;BANK OF INDIA Liquid Fund- Regular Plan- Growth;Regular Plan;Growth;INF761K01306;;3235.9903;05-Sep-2026
109255;BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW;Regular Plan;Weekly IDCW;;INF761K01CP1;1006.4892;05-Sep-2026

PPFAS Mutual Fund
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW;Direct Plan;Daily Reinvestment of IDCW;;INF879O01118;1000.9265;05-Sep-2026
143269;Parag Parikh Liquid Fund- Direct Plan- Growth;Direct Plan;Growth;INF879O01068;;1569.5142;05-Sep-2026
143262;Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW;Direct Plan;Monthly IDCW Payout;INF879O01076;INF879O01084;1004.3250;05-Sep-2026
143265;Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW;Direct Plan;Weekly Reinvestment of IDCW;;INF879O01134;1002.3228;05-Sep-2026
143264;Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW;Regular Plan;Daily Reinvestment of IDCW;;INF879O01126;1000.8528;05-Sep-2026
143260;Parag Parikh Liquid Fund- Regular Plan- Growth;Regular Plan;Growth;INF879O01035;;1556.4374;05-Sep-2026
143261;Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW;Regular Plan;Monthly IDCW Payout;INF879O01043;INF879O01050;1004.3119;05-Sep-2026
143266;Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW;Regular Plan;Weekly Reinvestment of IDCW;;INF879O01142;1002.3095;05-Sep-2026

Quantum Mutual Fund
103736;Quantum Liquid Fund - Direct Plan Daily IDCW;Direct Plan;Daily IDCW;;INF082J01135;10.0172;05-Sep-2026
103734;Quantum Liquid Fund - Direct Plan Growth Option;Direct Plan;Growth Option;INF082J01127;;37.7097;05-Sep-2026
103735;Quantum Liquid Fund - Direct Plan Monthly IDCW;Direct Plan;Monthly IDCW;INF082J01143;INF082J01200;10.0390;05-Sep-2026
141065;Quantum Liquid Fund - Regular Plan Daily IDCW;Regular Plan;Daily IDCW;;INF082J01317;10.0002;05-Sep-2026
141066;Quantum Liquid Fund - Regular Plan Growth Option;Regular Plan;Growth Option;INF082J01309;;37.3976;05-Sep-2026
141067;Quantum Liquid Fund - Regular Plan Monthly IDCW;Regular Plan;Monthly IDCW;INF082J01325;INF082J01333;10.0359;05-Sep-2026
152299;Quantum Liquid Fund - Unclaimed IDCW Plan Above 3 years;;;;;10.0000;05-Sep-2026
152298;Quantum Liquid Fund - Unclaimed IDCW Plan Below 3 years;;;;;11.8565;05-Sep-2026
152301;Quantum Liquid Fund - Unclaimed Redemption Plan Above 3 years;;;;;10.0000;05-Sep-2026
152300;Quantum Liquid Fund - Unclaimed Redemption Plan Below 3 years;;;;;11.3802;05-Sep-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Overnight Fund )


Canara Robeco Mutual Fund
147532;CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - DAILY IDCW (Reinvestment);Direct Plan;DAILY IDCW (Reinvestment);;INF760K01JN3;1001.0012;05-Sep-2026
147531;CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01JM5;;1421.2459;05-Sep-2026
147533;CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - DAILY IDCW (Reinvestment);Regular Plan;DAILY IDCW (Reinvestment);;INF760K01JP8;1001.0000;05-Sep-2026
147534;CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01JO1;;1419.6047;05-Sep-2026

Choice Mutual Fund
154416;Choice Overnight Fund - Daily IDCW Option - Direct Plan;Direct Plan;Daily IDCW;;INF2KCX01061;100.1000;05-Sep-2026
154414;Choice Overnight Fund - Daily IDCW Option - Regular Plan;Regular Plan;Daily IDCW;;INF2KCX01079;100.1000;05-Sep-2026
154413;Choice Overnight Fund - Growth Option - Direct Plan;Direct Plan;Growth;INF2KCX01087;;100.8804;05-Sep-2026
154415;Choice Overnight Fund - Growth Option - Regular Plan;Regular Plan;Growth;INF2KCX01095;;100.8617;05-Sep-2026
154624;Choice Overnight Fund -Direct -Unclaimed Less than 3 years Redemption Plan;Direct Plan;Unclaimed Less than 3 years Redemption;;;100.3273;05-Sep-2026

Helios Mutual Fund
152151;Helios Overnight Fund - Direct Plan - Daily IDCW Option;Direct Plan;Daily IDCW;INF0R8701087;;1000.1157;05-Sep-2026
152152;Helios Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF0R8701079;;1180.3590;05-Sep-2026
152154;Helios Overnight Fund - Regular Plan - Daily IDCW Option;Regular Plan;Daily IDCW;INF0R8701103;;1000.1145;05-Sep-2026
152153;Helios Overnight Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF0R8701095;;1178.6841;05-Sep-2026

Open Ended Schemes ( Income/Debt Oriented Schemes - Liquid Fund )


ASK MUTUAL FUND
154591;ASK Liquid Fund Direct Daily IDCW;Direct Plan;Daily IDCW;;INF2XUU01039;1000.1314;05-Sep-2026
154589;ASK Liquid Fund Direct Growth;Direct Plan;Growth;INF2XUU01013;;1002.1815;05-Sep-2026
154592;ASK Liquid Fund Direct Monthly IDCW;Direct Plan;Monthly IDCW;INF2XUU01112;INF2XUU01120;1002.1313;05-Sep-2026
154583;ASK Liquid Fund Direct Weekly IDCW;Direct Plan;Weekly IDCW;INF2XUU01070;INF2XUU01088;1002.1331;05-Sep-2026
154586;ASK Liquid Fund Regular Daily IDCW;Regular Plan;Daily IDCW;;INF2XUU01047;1000.1515;05-Sep-2026
154581;ASK Liquid Fund Regular Growth;Regular Plan;Growth;INF2XUU01021;;1002.1596;05-Sep-2026
154590;ASK Liquid Fund Regular Monthly IDCW;Regular Plan;Monthly IDCW;INF2XUU01096;INF2XUU01104;1002.1077;05-Sep-2026
154587;ASK Liquid Fund Regular Weekly IDCW;Regular Plan;Weekly IDCW;INF2XUU01054;INF2XUU01062;1002.1200;05-Sep-2026

Canara Robeco Mutual Fund
118307;CANARA ROBECO LIQUID FUND - DIRECT PLAN - DAILY IDCW (Reinvestment);Direct Plan;DAILY IDCW (Reinvestment);;INF760K01FS0;1005.5000;05-Sep-2026
118305;CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;GROWTH OPTION;INF760K01FU6;;3401.9637;05-Sep-2026
118304;CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);Direct Plan;IDCW (Payout/Reinvestment);INF760K01FT8;;2264.3113;05-Sep-2026
118306;CANARA ROBECO LIQUID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment);Direct Plan;MONTHLY IDCW (Payout/Reinvestment);INF760K01FV4;INF760K01FW2;1002.7301;05-Sep-2026
118308;CANARA ROBECO LIQUID FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment);Direct Plan;WEEKLY IDCW (Payout/Reinvestment);INF760K01FY8;INF760K01FX0;1001.2815;05-Sep-2026
109349;CANARA ROBECO LIQUID FUND - REGULAR PLAN - DAILY IDCW (Reinvestment);Regular Plan;DAILY IDCW (Reinvestment);;INF760K01CU3;1005.5000;05-Sep-2026
109353;CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION;Regular Plan;GROWTH OPTION;INF760K01CW9;;3379.3439;05-Sep-2026
109351;CANARA ROBECO LIQUID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment);Regular Plan;MONTHLY IDCW (Payout/Reinvestment);INF760K01CX7;INF760K01CY5;1002.5030;05-Sep-2026
109350;CANARA ROBECO LIQUID FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment);Regular Plan;WEEKLY IDCW (Payout/Reinvestment);INF760K01BZ4;INF760K01CZ2;1001.2738;05-Sep-2026
139235;Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option;Direct Plan;Unclaimed Redemption and Dividend Plan-Growth Option;INF760K01IC8;;1856.6512;05-Sep-2026

Mahindra Manulife Mutual Fund
139535;Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW;Direct Plan;Daily IDCW;;INF174V01051;1298.4896;05-Sep-2026
139536;Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW;Direct Plan;Weekly IDCW;;INF174V01069;1003.3089;05-Sep-2026
139538;Mahindra Manulife Liquid Fund - Direct Plan -Growth;Direct Plan;Growth;INF174V01044;;1849.2784;05-Sep-2026
139534;Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF174V01028;1001.6836;05-Sep-2026
139537;Mahindra Manulife Liquid Fund - Regular Plan - Growth;Regular Plan;Growth;INF174V01010;;1827.2941;05-Sep-2026
139541;Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW;Regular Plan;Weekly IDCW;;INF174V01036;1009.7231;05-Sep-2026
