Scheme Code;NAV Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date

Open Ended Schemes ( Debt Scheme - Overnight Fund )
146980;Tata Overnight Fund-Direct Plan-Growth;Direct Plan;Growth Option;INF277K018T5;;1453.8244;06-Sep-2026
146977;Tata Overnight Fund-Regular Plan-Growth;Regular Plan;Growth Option;INF277K016T9;;1441.5415;06-Sep-2026

Trust Mutual Fund
149796;TRUST MF OVERNIGHT FUND-DIRECT PLAN-DAILY IDCW REINVESTMENT;Direct Plan;Daily IDCW Reinvestment;;INF0GCD01461;1273.6206;06-Sep-2026
149797;TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH;Direct Plan;Growth;INF0GCD01453;;1301.6068;06-Sep-2026
149798;TRUST MF OVERNIGHT FUND-REGULAR PLAN-DAILY IDCW REINVESTMENT;Regular Plan;Daily IDCW Reinvestment;;INF0GCD01446;1259.3748;06-Sep-2026
149795;TRUST MF OVERNIGHT FUND-REGULAR-GROWTH;Regular Plan;Growth;INF0GCD01438;;1298.5677;06-Sep-2026
153520;TRUSTMF OVERNIGHT FUND - UNCLAIMED REDEMPTION PLAN GROWTH;Direct Plan;Unclaimed Redemption Plan Growth;;;1005.0537;06-Sep-2026

Union Mutual Fund
147002;Union Overnight Fund - Direct Plan - Daily IDCW Option;Direct Plan;Daily IDCW Option;;INF582M01FB0;1000.8080;06-Sep-2026
147003;Union Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF582M01FA2;;1449.5468;06-Sep-2026
147006;Union Overnight Fund - Direct Plan - Monthly IDCW Option;Direct Plan;Monthly IDCW Option;INF582M01FG9;INF582M01FE4;1002.2342;06-Sep-2026
146998;Union Overnight Fund - Regular Plan - Daily IDCW Option;Regular Plan;Daily IDCW Option;;INF582M01FK1;1001.2621;06-Sep-2026
146997;Union Overnight Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF582M01FJ3;;1438.9183;06-Sep-2026
147000;Union Overnight Fund - Regular Plan - Monthly IDCW Option;Regular Plan;Monthly IDCW Option;INF582M01FP0;INF582M01FN5;1002.1999;06-Sep-2026
149451;Union Overnight Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years;;Unclaimed Amounts Plan - IDCW Beyond 3 years;;;1000.0000;06-Sep-2026
149452;Union Overnight Fund - Unclaimed Amounts Plan - IDCW Upto 3 years;;Unclaimed Amounts Plan - IDCW Upto 3 years;;;1305.6157;06-Sep-2026
149453;Union Overnight Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years;;Unclaimed Amounts Plan - Redemption Beyond 3 years;;;1000.0000;06-Sep-2026
149454;Union Overnight Fund - Unclaimed Amounts Plan - Redemption Upto 3 years;;Unclaimed Amounts Plan - Redemption Upto 3 years;;;1305.6021;06-Sep-2026

UTI Mutual Fund
100814;UTI - Overnight  Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF789F01604;;3726.5145;06-Sep-2026
120785;UTI - Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF789FB1S71;;3769.2778;06-Sep-2026
124266;UTI Overnight Fund - Direct Plan - Daily IDCW;Direct Plan;Daily IDCW;;INF789FB1S89;1371.6621;06-Sep-2026
120786;UTI Overnight Fund - Direct Plan - Periodic IDCW;Direct Plan;Periodic IDCW;INF789FB1T05;INF789FB1S97;1978.1695;06-Sep-2026
124265;UTI Overnight Fund - Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;;INF789FB1T13;1370.8617;06-Sep-2026
100813;UTI Overnight Fund - Regular Plan - Periodic IDCW;Regular Plan;Periodic IDCW;INF789F01588;INF789F01596;1919.7706;06-Sep-2026

Zerodha Mutual Fund
153436;Zerodha Overnight Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF0R8F01075;;10.7717;06-Sep-2026

Open Ended Schemes ( Debt Scheme - Liquid Fund )


Aditya Birla Sun Life Mutual Fund
100047;Aditya Birla Sun Life Liquid Fund - Growth;Regular Plan;GROWTH;INF209K01RU9;;452.6146;06-Sep-2026
119568;Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan;Direct Plan;GROWTH;INF209K01VA3;;458.8082;06-Sep-2026
100046;Aditya Birla Sun Life Liquid Fund -Daily IDCW;Regular Plan;Daily IDCW;INF209K01KQ2;INF209K01SQ5;100.1950;06-Sep-2026
119569;Aditya Birla Sun Life Liquid Fund -Direct - daily IDCW;Direct Plan;Daily IDCW;INF209K01UZ2;;100.1950;06-Sep-2026
119571;Aditya Birla Sun Life Liquid Fund -DIRECT - IDCW;Direct Plan;IDCW;INF209K01VD7;;137.9836;06-Sep-2026
119570;Aditya Birla Sun Life Liquid Fund -Direct - weekly IDCW;Direct Plan;Weekly IDCW;INF209K01VC9;;100.2556;06-Sep-2026
103885;Aditya Birla Sun Life Liquid Fund -Regular - IDCW;Regular Plan;IDCW;INF209KA1LI1;;104.9311;06-Sep-2026
100051;Aditya Birla Sun Life Liquid Fund -weekly IDCW;Regular Plan;Weekly IDCW;INF209K01KU4;INF209KA1LJ9;100.2548;06-Sep-2026

Bajaj Finserv Mutual Fund
151835;Bajaj Finserv Liquid Fund - Direct Plan - Daily - IDCW;Direct Plan;Daily - IDCW;;INF0QA701029;1034.6939;06-Sep-2026
151838;Bajaj Finserv Liquid Fund - Direct Plan - Fortnightly - IDCW;Direct Plan;Fortnightly - IDCW;INF0QA701078;INF0QA701045;1037.4962;06-Sep-2026
151833;Bajaj Finserv Liquid Fund - Direct Plan - Growth;Direct Plan;Growth;INF0QA701011;;1239.2293;06-Sep-2026
151836;Bajaj Finserv Liquid Fund - Direct Plan - Monthly - IDCW;Direct Plan;Monthly - IDCW;INF0QA701086;INF0QA701052;1038.6011;06-Sep-2026
151834;Bajaj Finserv Liquid Fund - Direct Plan - Weekly - IDCW;Direct Plan;Weekly - IDCW;INF0QA701060;INF0QA701037;1036.1684;06-Sep-2026
151839;Bajaj Finserv Liquid Fund - Regular Plan - Daily - IDCW;Regular Plan;Daily - IDCW;;INF0QA701136;1033.8241;06-Sep-2026
151841;Bajaj Finserv Liquid Fund - Regular Plan - Fortnightly - IDCW;Regular Plan;Fortnightly - IDCW;INF0QA701151;INF0QA701110;1036.5438;06-Sep-2026
151837;Bajaj Finserv Liquid Fund - Regular Plan - Growth;Regular Plan;Growth;INF0QA701094;;1232.2772;06-Sep-2026
151842;Bajaj Finserv Liquid Fund - Regular Plan - Monthly - IDCW;Regular Plan;Monthly - IDCW;INF0QA701169;INF0QA701128;1037.6143;06-Sep-2026
151840;Bajaj Finserv Liquid Fund - Regular Plan - Weekly - IDCW;Regular Plan;Weekly - IDCW;INF0QA701144;INF0QA701102;1035.2687;06-Sep-2026

Bandhan Mutual Fund
108692;BANDHAN LIQUID Fund - Regular Plan - Daily IDCW;Regular Plan;Daily IDCW;INF194K01VZ4;INF194K01VY7;1001.4161;06-Sep-2026
108690;BANDHAN LIQUID Fund - Regular Plan - Growth;Regular Plan;Growth;INF194K01VX9;;3388.9980;06-Sep-2026
108693;BANDHAN LIQUID Fund - Regular Plan - Monthly IDCW;Regular Plan;Monthly IDCW;INF194K01WF4;INF194K01WE7;1002.7515;06-Sep-2026
115489;BANDHAN LIQUID Fund - Regular Plan - Periodic IDCW;Regular Plan;Periodic IDCW;INF194K01WC1;INF194K01WB3;1463.1638;06-Sep-2026
108691;BANDHAN LIQUID Fund - Regular Plan - Weekly IDCW;Regular Plan;Weekly IDCW;INF194K01WI8;INF194K01WH0;1001.6538;06-Sep-2026
139582;BANDHAN LIQUID Fund - Unclaimed IDCW Less than 3 years;;Unclaimed IDCW Less than 3 years;INF194KA14C0;;1.8257;06-Sep-2026
139583;BANDHAN LIQUID Fund - Unclaimed IDCW More than 3 years;;Unclaimed IDCW More than 3 years;INF194KA15C7;;1.0000;06-Sep-2026
139584;BANDHAN LIQUID Fund - Unclaimed Redemption Less than 3 years;;Unclaimed Redemption Less than 3 years;INF194KA12C4;;1.8257;06-Sep-2026
139585;BANDHAN LIQUID Fund - Unclaimed Redemption More than 3 years;;Unclaimed Redemption More than 3 years;INF194KA13C2;;1.0000;06-Sep-2026
118365;BANDHAN LIQUID Fund -Direct Plan -Monthly IDCW;Direct Plan;Monthly IDCW;INF194K01J36;INF194K01J28;1008.9527;06-Sep-2026
118367;BANDHAN LIQUID Fund -Direct Plan -Weekly IDCW;Direct Plan;Weekly IDCW;INF194KB1JT8;INF194K01J51;1007.3997;06-Sep-2026
118366;BANDHAN LIQUID Fund -Direct Plan-Daily IDCW;Direct Plan;Daily IDCW;;INF194K01I78;1001.6663;06-Sep-2026
118364;BANDHAN LIQUID Fund -Direct Plan-Growth;Direct Plan;Growth;INF194K01I60;;3427.9345;06-Sep-2026
118363;BANDHAN LIQUID Fund -Direct Plan-Periodic IDCW;Direct Plan;Periodic IDCW;INF194K01J02;INF194K01I94;1381.0002;06-Sep-2026

Bank of India Mutual Fund
119368;BANK OF INDIA Liquid Fund- Direct Plan- Daily IDCW;Direct Plan;Daily IDCW;;INF761K01CL0;1005.0000;06-Sep-2026
119369;BANK OF INDIA Liquid Fund- Direct Plan- Growth;Direct Plan;Growth;INF761K01785;;3270.2198;06-Sep-2026
119370;BANK OF INDIA Liquid Fund- Direct Plan- Weekly IDCW;Direct Plan;Weekly IDCW;;INF761K01CM8;1006.6046;06-Sep-2026
111971;BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW;Regular Plan;Daily IDCW;;INF761K01CO4;1005.0000;06-Sep-2026
109254;BANK OF INDIA Liquid Fund- Regular Plan- Growth;Regular Plan;Growth;INF761K01306;;3236.4802;06-Sep-2026
109255;BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW;Regular Plan;Weekly IDCW;;INF761K01CP1;1006.6420;06-Sep-2026

Baroda BNP Paribas Mutual Fund
119414;Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION;Direct Plan;Daily IDCW Option;INF955L01AK2;;1002.0849;06-Sep-2026
119415;Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION;Direct Plan;Growth Option;INF955L01AL0;;3271.4576;06-Sep-2026
119416;Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION;Direct Plan;Weekly IDCW Option;INF251K01SL8;;1221.7302;06-Sep-2026
111707;Baroda BNP Paribas LIQUID FUND - Regular Plan - DAILY IDCW OPTION;Regular Plan;Daily IDCW Option;INF955L01468;INF955L01476;1001.1996;06-Sep-2026
111704;Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION;Regular Plan;Growth Option;INF955L01484;;3226.5753;06-Sep-2026
111705;Baroda BNP Paribas LIQUID FUND - Regular Plan - WEEKLY IDCW OPTION;Regular Plan;Weekly IDCW Option;INF251K01SK0;INF955L01500;1001.6112;06-Sep-2026
101408;Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option;;Growth Option;INF955L01575;;4750.2712;06-Sep-2026
101407;Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option;;IDCW Option;INF955L01559;INF955L01567;3919.3843;06-Sep-2026

Capitalmind Mutual Fund
154011;Capitalmind Liquid Fund - Direct-Growth;Direct Plan;Growth;INF226401034;;1052.5813;06-Sep-2026
154010;Capitalmind Liquid Fund - Regular-Growth;Regular Plan;Growth;INF226401042;;1050.9443;06-Sep-2026

Edelweiss Mutual Fund
140194;Edelweiss Liquid Fund - Direct Plan - Bonus Option;Direct Plan;Bonus;INF754K01GY9;;2135.6029;06-Sep-2026
140196;Edelweiss Liquid Fund - Direct Plan - Growth Option;Direct Plan;Growth;INF754K01GM4;;3670.8054;06-Sep-2026
140198;Edelweiss Liquid Fund - Direct Plan - IDCW Option;Direct Plan;IDCW;INF754K01GO0;INF754K01GN2;3519.6217;06-Sep-2026
140192;Edelweiss Liquid Fund - Direct Plan Annual - IDCW Option;Direct Plan;Annual IDCW;INF754K01GX1;INF754K01GT9;3519.581;06-Sep-2026
140193;Edelweiss Liquid Fund - Direct Plan daily - IDCW Option;Direct Plan;Daily IDCW;;INF754K01GP7;1194.3847;06-Sep-2026
140199;Edelweiss Liquid Fund - Direct Plan Fortnightly - IDCW Option;Direct Plan;Fortnightly IDCW;INF754K01GV5;INF754K01GR3;2478.0322;06-Sep-2026
140197;Edelweiss Liquid Fund - Direct Plan Monthly - IDCW Option;Direct Plan;Monthly IDCW;INF754K01GW3;INF754K01GS1;1006.8844;06-Sep-2026
140195;Edelweiss Liquid Fund - Direct Plan weekly - IDCW Option;Direct Plan;Weekly IDCW;INF754K01GU7;INF754K01GQ5;2175.7874;06-Sep-2026
140189;Edelweiss Liquid Fund - Regular Plan - Bonus Option;;;INF754K01HR1;;2093.365;06-Sep-2026
140182;Edelweiss Liquid Fund - Regular Plan - Growth Option;Regular Plan;Growth;INF754K01GZ6;;3593.5107;06-Sep-2026
140190;Edelweiss Liquid Fund - Regular Plan - IDCW Option;Regular Plan;IDCW;INF754K01GK8;INF754K01GL6;3442.3309;06-Sep-2026
140188;Edelweiss Liquid Fund - Regular Plan Annual - IDCW Option;Regular Plan;Annual IDCW;INF754K01HQ3;INF754K01HP5;2335.2143;06-Sep-2026
140181;Edelweiss Liquid Fund - Regular Plan Daily - IDCW Option;Regular Plan;IDCW;;INF754K01HA7;1330.5738;06-Sep-2026
140184;Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option;Regular Plan;Fortnightly IDCW;INF754K01HK6;INF754K01HC3;2157.035;06-Sep-2026
140183;Edelweiss Liquid Fund - Regular Plan Monthly - IDCW Option;Regular Plan;Monthly IDCW;INF754K01HL4;INF754K01HD1;1085.2125;06-Sep-2026
140185;Edelweiss Liquid Fund - Regular Plan Weekly - IDCW Option;Regular Plan;Weekly IDCW;INF754K01HJ8;INF754K01HB5;1216.7205;06-Sep-2026
140176;Edelweiss Liquid Fund - Retail Plan - Growth Option;;;INF754K01HE9;;3268.0113;06-Sep-2026
140178;Edelweiss Liquid Fund - Retail Plan - Weekly Dividend Option;;;;INF754K01HG4;1232.5005;06-Sep-2026
140177;Edelweiss Liquid Fund - Retail Plan Daily - IDCW Option;;;;INF754K01HF6;1171.1866;06-Sep-2026
140180;Edelweiss Liquid Fund - Retail Plan Monthly - IDCW Option;;;;INF754K01HI0;1246.7841;06-Sep-2026

Franklin Templeton Mutual Fund
100541;Franklin India Liquid Fund - Regular Plan - Daily - IDCW;Regular Plan;Daily IDCW;;INF090I01BA3;1508.9895;06-Sep-2026
100538;Franklin India Liquid Fund - Regular Plan - Growth;Regular Plan;Growth;INF090I01BB1;;6313.4711;06-Sep-2026
100537;Franklin India Liquid Fund - Regular Plan - Weekly - IDCW;Regular Plan;Weekly IDCW;INF090I01BL0;INF090I01BI6;1244.2967;06-Sep-2026
118577;Franklin India Liquid Fund - Super Institutional - Direct - Growth;Direct Plan;Super Institutional Growth;INF090I01JV2;;4268.8935;06-Sep-2026
100547;Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW;Regular Plan;Super Institutional Daily IDCW;;INF090I01BF2;1000.0000;06-Sep-2026
118578;Franklin India Liquid Fund - Super Institutional Plan - Direct - Daily - IDCW;Direct Plan;Super Institutional Daily IDCW;INF090I01JW0;;1002.8152;06-Sep-2026
118579;Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW;Direct Plan;Super Institutional Weekly IDCW;INF090I01JX8;INF090I01JY6;1021.9698;06-Sep-2026
100546;Franklin India Liquid Fund - Super Institutional Plan - Growth;Regular Plan;Super Institutional Growth;INF090I01BG0;;4230.7307;06-Sep-2026
100548;Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW;Regular Plan;Super Institutional Weekly IDCW;INF090I01BM8;INF090I01BH8;1038.4924;06-Sep-2026
139892;Franklin India Liquid Fund - Unclaimed IDCW Investor Education Plan - Growth;Regular Plan;Unclaimed IDCW Investor Education Plan - Growth;INF090I01LR6;;10.0000;06-Sep-2026
139890;Franklin India Liquid Fund - Unclaimed IDCW Plan - Growth;Regular Plan;Unclaimed IDCW Plan - Growth;INF090I01LP0;;18.0137;06-Sep-2026
139891;Franklin India Liquid Fund - Unclaimed Redemption Investor Education Plan - Growth;Regular Plan;Unclaimed Redemption Investor Education Plan - Growth;INF090I01LQ8;;10.0000;06-Sep-2026
139889;Franklin India Liquid Fund - Unclaimed Redemption Plan - Growth;Regular Plan;Unclaimed Redemption Plan - Growth;INF090I01LO3;;18.0137;06-Sep-2026
102443;Franklin India Liquid Fund - Institutional Plan - Daily - IDCW;Regular Plan;Institutional Daily IDCW;;INF090I01BC9;1000.0000;06-Sep-2026
102442;Franklin India Liquid Fund - Institutional Plan - Weekly - IDCW;Regular Plan;Institutional Weekly IDCW;INF090I01BJ4;INF090I01BE5;1054.7184;06-Sep-2026

HDFC Mutual Fund
119091;HDFC Liquid Fund - Growth Option - Direct Plan;Direct Plan;Growth Option;INF179KB1HP9;;5574.6258;06-Sep-2026
100868;HDFC Liquid Fund - Growth Plan;Regular Plan;Growth Option;INF179KB1HK0;;5508.9601;06-Sep-2026
100875;HDFC Liquid Fund - IDCW Daily;Regular Plan;IDCW Daily;;INF179KB1IC5;1019.82;06-Sep-2026
119089;HDFC Liquid Fund - IDCW Daily - Direct Plan;Direct Plan;IDCW Daily;;INF179KB1HV7;1019.82;06-Sep-2026
100876;HDFC Liquid Fund - IDCW Monthly;Regular Plan;IDCW Monthly;INF179KB1HM6;INF179KB1HL8;1027.8041;06-Sep-2026
119090;HDFC Liquid Fund - IDCW Monthly - Direct Plan;Direct Plan;IDCW Monthly;INF179KB1HO2;INF179KB1HQ7;1027.8181;06-Sep-2026
100874;HDFC Liquid Fund - IDCW Plan Weekly;Regular Plan;IDCW Plan Weekly;INF179KB1ID3;;1032.5377;06-Sep-2026
119088;HDFC Liquid Fund - IDCW Weekly - Direct Plan;Direct Plan;IDCW Weekly;;;1032.5539;06-Sep-2026

ICICI Prudential Mutual Fund
103343;ICICI Prudential Liquid Fund - Daily IDCW;Regular Plan;Daily IDCW;INF109K01VP3;;100.1482;06-Sep-2026
120191;ICICI Prudential Liquid Fund - Direct Plan -  IDCW Others;Direct Plan;IDCW;INF109K01Q31;INF109K01Q23;194.8461;06-Sep-2026
120188;ICICI Prudential Liquid Fund - Direct Plan - Daily IDCW;Direct Plan;Daily IDCW;;INF109K01Q15;100.1082;06-Sep-2026
120197;ICICI Prudential Liquid Fund - Direct Plan - Growth;Direct Plan;Growth;INF109K01Q49;;420.1097;06-Sep-2026
120190;ICICI Prudential Liquid Fund - Direct Plan - Weekly IDCW;Direct Plan;Weekly IDCW;INF109K01Q98;;100.3269;06-Sep-2026
103340;ICICI Prudential Liquid Fund - Growth;Regular Plan;Growth;INF109K01VQ1;;415.5663;06-Sep-2026
115505;ICICI Prudential Liquid Fund - IDCW Others;Regular Plan;IDCW Others;INF109K01VU3;INF109K01VT5;193.1336;06-Sep-2026
103342;ICICI Prudential Liquid Fund - Weekly IDCW;Regular Plan;Weekly IDCW;INF109K01VS7;;100.3001;06-Sep-2026

ITI Mutual Fund
147161;ITI Liquid Fund - Direct Plan - Annually IDCW Option;Direct Plan;Annually IDCW Option;INF00XX01366;INF00XX01333;1474.6559;06-Sep-2026
147158;ITI Liquid Fund - Direct Plan - Daily IDCW Option;Direct Plan;Daily IDCW Option;;INF00XX01291;1001.0000;06-Sep-2026
147157;ITI Liquid Fund - Direct Plan - Growth Option;Direct Plan;Growth Option;INF00XX01283;;1472.7009;06-Sep-2026
147163;ITI Liquid Fund - Direct Plan - Monthly IDCW Option;Direct Plan;Monthly IDCW Option;INF00XX01358;INF00XX01325;1002.8329;06-Sep-2026
147159;ITI Liquid Fund - Direct Plan - Weekly IDCW Option;Direct Plan;Weekly IDCW Option;;INF00XX01309;1001.8184;06-Sep-2026
147162;ITI Liquid Fund - Regular Plan - Annually IDCW Option;Regular Plan;Annually IDCW Option;INF00XX01275;INF00XX01242;1467.5758;06-Sep-2026
147154;ITI Liquid Fund - Regular Plan - Daily IDCW Option;Regular Plan;Daily IDCW Option;;INF00XX01200;1001.0000;06-Sep-2026
147155;ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option;Regular Plan;Fortnightly Income Distribution cum capital withdrawal option Option;INF00XX01259;INF00XX01226;1000.8100;06-Sep-2026
147153;ITI Liquid Fund - Regular Plan - Growth Option;Regular Plan;Growth Option;INF00XX01192;;1458.0070;06-Sep-2026
147156;ITI Liquid Fund - Regular Plan - Monthly IDCW Option;Regular Plan;Monthly IDCW Option;INF00XX01267;INF00XX01234;1000.7692;06-Sep-2026
147164;ITI Liquid Fund - Regular Plan - Weekly IDCW Option;Regular Plan;Weekly IDCW Option;;INF00XX01218;1001.8099;06-Sep-2026

JM Financial Mutual Fund
101549;JM Liquid Fund (Regular) - Bonus Option - Principal Units;Regular Plan;Bonus Option - Principal Units;INF192K01890;;24.5066;06-Sep-2026
101078;JM Liquid Fund (Regular) - Daily IDCW;Regular Plan;Daily IDCW Option;;INF192K01833;10.4302;06-Sep-2026

LIC Mutual Fund
120248;LIC MF Liquid Fund-Direct Plan-Daily IDCW;Direct Plan;Daily IDCW;INF767K01DL5;INF767K01DM3;1035.2975;06-Sep-2026
120249;LIC MF Liquid Fund-Direct Plan-Growth;Direct Plan;Growth;INF767K01DN1;;5153.5796;06-Sep-2026
151930;LIC MF Liquid Fund-Direct Plan-Monthly IDCW;Direct Plan;Monthly IDCW;INF397L01AK7;INF397L01AJ9;1250.7042;06-Sep-2026
151932;LIC MF Liquid Fund-Direct Plan-Weekly IDCW;Direct Plan;Weekly IDCW;INF397L01AM3;INF397L01AL5;1117.415;06-Sep-2026
101184;LIC MF Liquid Fund-Regular Plan-Daily IDCW;Regular Plan;Daily IDCW;INF767K01IQ3;INF767K01IR1;1000.1751;06-Sep-2026
101185;LIC MF Liquid Fund-Regular Plan-Growth;Regular Plan;Growth;INF767K01IS9;;5075.38;06-Sep-2026
151928;LIC MF Liquid Fund-Regular Plan-Monthly IDCW;Regular Plan;Monthly IDCW;INF397L01976;INF397L01968;1229.2691;06-Sep-2026
151927;LIC MF Liquid Fund-Regular Plan-Weekly IDCW;Regular Plan;Weekly IDCW;INF397L01950;INF397L01943;1003.1603;06-Sep-2026

Motilal Oswal Mutual Fund
145834;Motilal Oswal Liquid Fund - Direct Growth;;;INF247L01734;;14.9435;06-Sep-2026
145946;Motilal Oswal Liquid Fund - Regular Growth;;;INF247L01726;;14.7629;06-Sep-2026
147442;Motilal Oswal Liquid Fund - Unclaimed Dividend - Greater than 3 years;;;;;10.0000;06-Sep-2026
147441;Motilal Oswal Liquid Fund - Unclaimed Dividend- Upto 3 years;;;;;14.5552;06-Sep-2026
147443;Motilal Oswal Liquid Fund - Unclaimed Redemption - Greater than 3 years;;;;;10.0000;06-Sep-2026
147444;Motilal Oswal Liquid Fund - Unclaimed Redemption - Upto 3 years;;;;;14.2655;06-Sep-2026
146218;Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment;;;INF247L01791;INF247L01783;10.3781;06-Sep-2026
146226;Motilal Oswal Liquid Fund Direct - IDCW Fortnightly Reinvestment;;;;INF247L01759;10.0230;06-Sep-2026
146223;Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment;;;INF247L01775;INF247L01767;10.0487;06-Sep-2026
146228;Motilal Oswal Liquid Fund Direct - IDCW Reinvestment;;;;INF247L01742;10.0090;06-Sep-2026
146229;Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment;;;;INF247L01809;10.0120;06-Sep-2026
146227;Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment;;;;INF247L01817;10.0090;06-Sep-2026
146230;Motilal Oswal Liquid Fund Regular - IDCW Fortnightly Reinvestment;;;;INF247L01825;10.0224;06-Sep-2026
146220;Motilal Oswal Liquid Fund Regular - IDCW Monthly Payout/Reinvestment;;;INF247L01841;INF247L01833;10.0481;06-Sep-2026
146222;Motilal Oswal Liquid Fund Regular - IDCW Quarterly Payout/Reinvestment;;;INF247L01866;INF247L01858;10.3640;06-Sep-2026
146224;Motilal Oswal Liquid Fund Regular - IDCW Weekly Reinvestment;;;;INF247L01874;10.0157;06-Sep-2026

Navi Mutual Fund
119163;Navi Liquid Fund - Direct Plan Daily IDCW - ReInvestment;Direct Plan;Daily IDCW - ReInvestment	;;INF959L01GK1;10.0129;06-Sep-2026
119161;Navi Liquid Fund - Direct Plan Monthly IDCW - Payout;Direct Plan;Monthly IDCW - Payout;INF959L01GG9;INF959L01GH7;10.0272;06-Sep-2026
119162;Navi Liquid Fund - Direct Plan Weekly IDCW - Payout;Direct Plan;Weekly IDCW - Payout;INF959L01GI5;INF959L01GJ3;10.0141;06-Sep-2026
112645;Navi Liquid Fund - Regular Plan Daily IDCW;Regular Plan;Daily IDCW;;INF959L01GM7;10.1044;06-Sep-2026
112647;Navi Liquid Fund - Regular Plan Monthly IDCW;Regular Plan;Monthly IDCW;INF959L01GN5;INF959L01GO3;10.027;06-Sep-2026
112646;Navi Liquid Fund - Regular Plan Weekly IDCW;Regular Plan;Weekly IDCW;INF959L01GP0;INF959L01GQ8;10.0144;06-Sep-2026
119164;Navi Liquid Fund-Direct Plan-Growth Option;;;INF959L01GF1;;30.6114;06-Sep-2026
112636;Navi Liquid Fund-Regular Plan-Growth Option;Regular Plan;Growth Option;INF959L01GL9;;30.3221;06-Sep-2026
140437;Navi Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years;Direct Plan;Unclaimed Redemption and Dividend Plan less than 3 years;INF959L01CO2;;10;06-Sep-2026
139386;Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years;Regular Plan;Unclaimed Redemption and Dividend Plan less than 3 years;INF959L01CN4;;30.5089;06-Sep-2026

Nippon India Mutual Fund
100852;NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION;Regular Plan;DAILY IDCW OPTION;;INF204K01UM1;1528.7400;06-Sep-2026
118695;NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION;Direct Plan;DAILY IDCW OPTION;;INF204K01ZG2;1528.7400;06-Sep-2026
118696;NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION;Direct Plan;MONTHLY IDCW OPTION;INF204K01ZI8;INF204K01ZJ6;1591.2292;06-Sep-2026
118698;NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION;Direct Plan;QUARTERLY IDCW OPTION;INF204K01ZK4;INF204K01ZL2;1018.5796;06-Sep-2026
118700;NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION;Direct Plan;WEEKLY IDCW OPTION;INF204KC1FN6;INF204K01ZM0;1531.6772;06-Sep-2026
118701;Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option;Direct Plan;Growth Option;INF204K01ZH0;;6952.0497;06-Sep-2026
100855;NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION;Regular Plan;MONTHLY IDCW OPTION;INF204K01UO7;INF204K01UP4;1587.8274;06-Sep-2026
112340;NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION;Regular Plan;QUARTERLY IDCW OPTION;INF204K01UQ2;INF204K01UR0;1017.9472;06-Sep-2026
100837;Nippon India Liquid Fund - Retail Option - Growth Plan;Regular Plan;Retail Plan - Growth Option;INF204K01UL3;;6071.5412;06-Sep-2026
100842;NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION;Regular Plan;RETAIL Plan - DAILY IDCW OPTION;;INF204K01UJ7;1524.2800;06-Sep-2026
